transcript_id,SRR10416456-sorted,SRR10416457-sorted,SRR10416458-sorted,SRR10416459-sorted,SRR10416460-sorted,SRR10416461-sorted,SRR10416462-sorted,SRR10416463-sorted,SRR10416464-sorted,SRR10416465-sorted,SRR10416466-sorted,SRR10416467-sorted
MSTRG.3189.1,9,0,14,2,0,0,0,0,81,61,44,71
MSTRG.3187.1,2421,0,0,1048,931,2335,3347,1221,885,1445,1528,1842
MSTRG.3190.1,739,0,0,603,373,90,216,68,540,505,122,348
MSTRG.3191.1,1188,324,0,619,349,184,23,92,1394,1845,709,1200
MSTRG.3192.1,657,3790,182,964,156,321,345,270,703,1119,197,733
MSTRG.3193.1,7,360,0,6,474,15,131,218,148,0,45,646
MSTRG.3194.1,173,0,0,30,0,0,0,106,0,157,0,181
MSTRG.3195.1,1602,2116,29,1138,554,410,671,1279,1169,3205,1445,2198
MSTRG.3197.1,1383,555,67,1277,674,922,111,853,1666,1865,544,1195
MSTRG.3198.1,675,89,0,328,2,93,510,32,811,796,210,306
MSTRG.3199.1,146,720,0,331,15,368,3,11,562,167,137,377
MSTRG.3200.1,270,86,3,122,5,0,0,456,552,626,23,234
MSTRG.3201.1,39,0,2,158,1,51,0,377,39,0,108,271
MSTRG.3202.1,529,527,12,414,10,138,83,208,912,708,588,679
MSTRG.3203.1,1412,0,4,902,67,220,382,859,500,1048,306,1309
MSTRG.3205.1,11,0,0,17,0,0,0,5,0,5,0,101
MSTRG.3204.1,1616,3673,642,1210,252,587,545,1297,2844,2201,1739,2280
MSTRG.3207.1,244,59,0,422,2,0,0,9,366,1084,28,653
MSTRG.3208.1,214,0,328,81,15,2,56,47,62,294,86,430
MSTRG.3210.1,0,0,0,21,0,0,79,4,0,27,0,48
MSTRG.3209.1,533,1156,0,171,1258,0,3,407,177,792,250,616
MSTRG.3211.1,552,1381,45,350,489,479,1764,786,682,718,150,1145
MSTRG.3215.1,0,0,0,60,26,2,23,119,308,41,67,200
MSTRG.3216.1,0,810,1,254,122,120,0,127,712,113,315,529
MSTRG.3212.1,293,36,139,26,636,8,114,66,196,177,107,650
MSTRG.3213.1,3695,1877,1571,3241,476,132,377,689,5996,4065,602,1193
MSTRG.3214.1,17902,32310,6445,21769,9765,9919,7044,14024,12390,18880,18804,28266
MSTRG.3217.1,247,51,68,805,0,146,14,114,264,279,125,208
MSTRG.3218.1,10,0,0,64,0,500,0,143,0,96,0,106
MSTRG.3219.1,5,0,7,65,0,0,0,0,136,36,142,39
MSTRG.3220.1,938,691,2,366,79,332,6,13,574,756,7,135
MSTRG.3221.1,1083,205,59,295,139,403,189,169,611,263,256,658
MSTRG.3222.1,32,11,0,67,0,0,0,212,7,667,0,148
MSTRG.3223.1,403,45,1440,336,36,36,8,32,1077,176,724,354
MSTRG.3224.1,534,99,223,722,3,123,96,242,876,1131,222,625
MSTRG.3225.1,5313,2502,854,3262,198,396,183,267,5458,4316,923,582
MSTRG.3226.1,100355,152331,26107,113760,1267,1901,3398,12651,191287,243688,18991,28198
MSTRG.3227.1,2,0,0,146,0,0,0,0,19,437,0,29
MSTRG.3248.1,1520,1866,94,792,30,391,499,999,1711,2221,1409,2000
MSTRG.3249.1,865,40,278,875,69,688,2165,108,687,933,475,877
MSTRG.3251.1,1204,485,784,1135,278,80,1933,900,815,679,673,1094
MSTRG.3252.1,251,0,87,9,0,0,0,212,104,270,313,176
MSTRG.3253.1,113,0,3,37,1261,0,2145,1350,0,572,786,4025
MSTRG.3256.1,0,0,0,102,12,0,0,0,0,0,0,577
MSTRG.3254.1,285,70,0,618,0,6,392,0,522,226,9,35
MSTRG.3255.1,102,0,0,319,0,0,0,79,445,0,0,302
MSTRG.3257.1,1656,1670,276,2236,1873,930,6,3326,1545,3563,1169,1810
MSTRG.3234.1,0,0,0,5,0,0,0,0,0,38,0,8
MSTRG.3239.2,0,0,0,0,0,0,0,11715,0,0,0,0
MSTRG.3242.1,0,0,0,0,0,0,0,0,0,0,0,34
MSTRG.3245.1,0,2,0,0,0,0,0,3,0,0,0,66
MSTRG.3228.1,381,6,89,656,509,0,0,152,427,799,173,459
MSTRG.3229.1,159,1111,5,612,8,9,0,216,287,413,128,176
MSTRG.3230.1,914,3501,374,174,49,131,666,304,966,454,740,521
MSTRG.3231.1,667,0,0,274,0,0,0,283,0,425,0,380
MSTRG.3232.1,53,0,649,0,0,0,0,0,0,0,0,2
MSTRG.3233.1,12,0,0,0,0,0,0,0,0,0,0,79
MSTRG.3235.1,181,0,341,52,0,0,0,37,143,293,119,189
MSTRG.3236.1,585,0,5,1038,537,105,1073,586,669,741,583,770
MSTRG.3237.1,332,0,0,0,0,0,0,0,7,9,0,3
MSTRG.3238.1,844,0,39,518,0,494,1346,193,241,864,214,769
MSTRG.3239.1,75683,27110,4184,21093,157110,202253,228523,147144,35212,83570,132633,457456
MSTRG.3240.1,2476,441,1704,1569,936,1275,2977,923,2301,2144,821,1915
MSTRG.3241.1,117,1130,0,182,0,0,2,0,51,182,182,91
MSTRG.3243.1,2225,4755,648,3134,1842,1026,429,3022,3792,4182,3307,6852
MSTRG.3244.1,1774,1045,855,219,10,18,62,313,1197,1275,147,561
MSTRG.3246.1,4818,3486,619,3620,928,985,1377,2098,3646,7335,2502,6387
MSTRG.3247.1,3956,3390,94,2736,1249,857,2166,2292,2605,2693,3873,3554
MSTRG.3259.1,24,0,0,45,0,0,0,0,0,0,0,8
MSTRG.3258.1,2678,1775,690,1111,32,356,3984,2414,4071,1611,2333,3427
MSTRG.3261.1,0,0,0,2,0,0,0,175,0,0,0,0
MSTRG.3260.1,333,2,2,610,13,78,180,193,695,904,394,929
MSTRG.3262.1,8,0,4,160,2677,137,829,696,3,6,546,1638
MSTRG.3263.1,440,1140,249,319,503,243,43,6,794,1131,538,640
MSTRG.3264.1,1957,1075,530,4369,971,1804,4234,1653,2518,3764,1976,2192
MSTRG.3265.1,138,0,0,1,0,0,0,0,51,129,0,51
MSTRG.3266.1,692,0,0,338,53,62,12,374,518,612,1203,696
MSTRG.3267.1,42,0,0,0,15,5,0,82,0,0,0,74
MSTRG.3268.1,197,146,0,428,0,54,0,1,41,31,6,46
MSTRG.3271.1,147,99,7,78,18,10,273,405,694,347,518,871
MSTRG.3272.1,1215,835,131,614,204,1038,720,732,740,880,804,1528
MSTRG.3273.1,512,77,1130,450,3,140,226,102,579,760,607,604
MSTRG.3274.1,1040,7,0,988,61,59,44,959,779,750,1021,1179
MSTRG.3275.1,9974,2536,1831,5336,3895,2090,6108,2829,6988,8007,5404,6179
MSTRG.3276.1,733,8,524,33,0,3,0,147,771,210,0,31
MSTRG.3277.1,605,830,0,215,136,57,326,162,674,309,183,305
MSTRG.3279.1,337,57,136,335,161,142,1120,435,846,510,339,489
MSTRG.3280.1,491,111,506,547,816,336,295,743,965,684,610,2070
MSTRG.3281.1,286,270,3,377,1437,155,244,204,1165,695,332,1130
MSTRG.3283.1,161,0,0,313,270,66,0,283,715,140,820,1107
MSTRG.3287.1,266,77,0,368,29,136,0,146,1065,228,459,317
MSTRG.3284.1,1340,0,66,521,540,1442,2849,1036,946,1170,1792,1567
MSTRG.3285.1,1194,3192,196,220,478,16,54,585,585,788,1131,724
MSTRG.3288.1,1284,1875,160,891,59,368,2336,677,782,1109,1410,1132
MSTRG.3289.1,1281,2,0,607,611,458,344,184,1408,2195,49,703
MSTRG.3292.1,171,0,0,149,0,225,0,12,37,118,3,33
MSTRG.3293.1,742,2,23,599,0,360,2,58,573,567,142,378
MSTRG.3294.1,898,1311,221,1147,12505,3625,7859,3419,1074,2042,2153,17788
MSTRG.3295.1,6,0,0,8,0,0,0,27,0,74,0,119
MSTRG.3296.1,1544,358,361,1801,2114,2085,1685,843,372,2375,1181,2509
MSTRG.3297.1,346,0,315,183,189,0,0,83,47,440,141,623
MSTRG.3298.1,468,138,25,1750,1216,107,2155,443,864,1177,879,1796
MSTRG.3299.1,116,36,0,205,0,0,0,249,342,135,137,71
MSTRG.3300.1,59,1112,28,101,0,0,0,0,55,29,343,306
MSTRG.3301.1,532,5,3,439,368,52,0,211,546,1338,299,612
MSTRG.3302.1,3076,30,384,2145,1961,2316,3207,2277,7602,2980,5115,4355
MSTRG.3304.1,920,44,0,84,92,731,17,294,450,244,433,1553
MSTRG.3305.1,182,1126,0,945,1088,129,123,355,747,109,48,761
MSTRG.3306.1,1437,87,80,816,1415,515,1066,661,816,962,152,1239
MSTRG.3307.1,23,0,0,16,0,3,30,210,200,210,392,353
MSTRG.3309.1,82,0,0,156,0,192,0,59,587,230,138,138
MSTRG.3308.1,600,0,575,873,136,0,0,98,399,560,371,415
MSTRG.3310.1,210,0,0,195,112,0,0,56,485,25,22,314
MSTRG.3312.1,826,6157,49,1503,1522,265,5,1640,1366,2126,541,3139
MSTRG.3313.1,23,0,1,27,2,0,0,10,139,42,0,16
MSTRG.3314.1,181,801,2,547,1628,101,568,765,373,1081,122,2465
MSTRG.3315.1,2436,2962,946,3598,574,383,710,365,2317,2707,819,1864
MSTRG.3316.1,96,0,297,89,0,0,2,0,262,164,28,101
MSTRG.3317.1,252,5,21,298,41,23,5,35,299,768,468,651
MSTRG.3318.1,228,33,0,474,30,172,32,22,452,523,168,1252
MSTRG.3319.1,40,0,44,41,0,0,0,25,57,2,31,279
MSTRG.3321.1,2,0,166,0,0,22,0,2,77,48,12,30
MSTRG.3322.1,249,0,0,272,15,24,3,735,730,127,2284,1575
MSTRG.3324.1,75,0,0,171,4,84,56,56,70,0,137,321
MSTRG.3325.1,41,0,0,97,0,6,0,5,83,73,0,65
MSTRG.3320.1,5392,1094,116,2198,1661,2045,991,2792,5753,4131,2814,4622
MSTRG.3326.1,610,0,0,117,244,0,20,122,237,183,14,335
MSTRG.3327.1,2,0,0,2,0,21,0,0,8,0,0,39
MSTRG.3328.1,3090,3779,261,2162,1712,1491,1386,4282,1358,1956,4069,12937
MSTRG.3329.1,40,0,0,178,20,32,0,204,167,79,54,114
MSTRG.3330.1,103,0,0,21,0,0,0,5,204,31,3,32
MSTRG.3331.1,402,11,17,370,2,85,2,136,988,568,176,174
MSTRG.3332.1,1327,328,88,1074,30,1386,690,614,2599,2219,2163,1340
MSTRG.3335.1,2128,55,605,989,918,490,1726,1368,1541,1291,1867,2556
MSTRG.3337.1,347,12,9,254,121,0,117,298,514,106,367,410
MSTRG.3338.1,135,0,0,139,435,14,197,267,406,0,256,452
MSTRG.3339.1,444,675,1187,927,136,263,656,1196,899,892,837,1433
MSTRG.3340.1,47,0,0,112,0,0,0,0,0,0,0,3
MSTRG.3341.1,2681,11139,1371,2478,2015,1020,1323,3282,5518,4709,3327,13018
MSTRG.3342.1,263,0,0,201,5,0,0,98,560,72,0,373
MSTRG.3344.1,684,0,724,496,51,36,0,335,1574,1157,778,868
MSTRG.3343.1,146,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3349.1,56,15,0,126,1799,1004,519,1317,283,50,1540,3377
MSTRG.3347.1,800,4146,282,1449,1170,193,1106,1085,1157,1316,710,1538
MSTRG.3370.1,1,0,1,0,0,99,0,0,0,4,540,214
MSTRG.3372.1,217,107,1,411,325,13,797,11,159,395,383,523
MSTRG.3373.1,18,60,27,13,52,15,0,11,138,14,410,255
MSTRG.3374.1,124,0,2,266,0,72,34,53,564,430,287,143
MSTRG.3352.1,0,0,0,0,0,0,0,0,36,0,17,0
MSTRG.3354.1,0,0,0,0,0,0,0,0,0,0,0,17
MSTRG.3359.1,0,0,0,36,0,0,0,59,773,0,178,0
MSTRG.3367.2,0,0,0,62,0,0,0,0,0,0,0,0
MSTRG.3366.1,0,0,0,0,0,0,0,0,0,0,0,38
MSTRG.3351.1,1992,11872,2267,7028,310,643,154,2763,3235,4407,6443,10749
MSTRG.3353.1,7,0,55,214,0,0,29,6,233,165,4,2
MSTRG.3355.1,596,559,541,548,102,376,2236,497,350,618,800,944
MSTRG.3356.1,49,0,0,57,0,0,0,0,0,0,246,24
MSTRG.3357.1,40,0,0,116,63,70,64,152,30,43,438,1933
MSTRG.3358.1,174,36,58,3,3,0,0,3,85,168,0,98
MSTRG.3360.1,248,2058,213,217,20,29,7,317,159,325,225,663
MSTRG.3361.1,29,0,0,210,352,293,476,467,121,49,594,1180
MSTRG.3362.1,2200,6786,105,2485,1550,998,2218,2594,2387,5854,1283,8134
MSTRG.3363.1,94,0,0,58,155,3,0,141,223,6,376,138
MSTRG.3364.1,176,0,0,0,0,0,0,5,55,0,0,0
MSTRG.3365.1,257,332,26,58,111,0,0,0,17,100,0,34
MSTRG.3367.1,801,1874,8,498,970,336,328,171,1172,1118,878,1164
MSTRG.3368.1,22,3,0,405,167,0,165,419,348,355,522,1303
MSTRG.3369.1,2603,15197,2822,7784,156,14,245,566,3116,2078,566,1342
MSTRG.3375.1,0,0,0,26,0,0,0,0,0,0,0,0
MSTRG.3376.1,1934,68,937,1147,326,535,486,134,892,1314,379,886
MSTRG.3378.1,55,0,0,0,0,229,0,17,53,134,97,311
MSTRG.3379.1,10,0,0,143,0,0,0,0,2,0,0,47
MSTRG.3381.1,211,730,6,32,7,26,36,60,223,249,95,580
MSTRG.3382.1,12,0,0,2,0,0,0,0,8,102,113,37
MSTRG.3383.1,3390,1305,1506,2979,1362,1579,4002,2729,5945,3505,3701,6066
MSTRG.3385.1,1451,4061,850,610,1254,329,3210,658,1575,1132,1050,888
MSTRG.3388.1,0,0,0,6,0,0,0,0,0,35,1,46
MSTRG.3389.1,0,0,0,0,0,0,0,0,0,0,0,25
MSTRG.3391.2,0,0,0,0,0,0,0,0,0,0,0,452
MSTRG.3386.1,764,0,22,690,210,0,0,1053,298,598,1159,2046
MSTRG.3387.1,11335,31754,1572,15817,7230,5264,8594,5380,17584,16124,6634,9609
MSTRG.3391.1,158,202,1,215,1020,247,1202,655,957,590,727,889
MSTRG.3390.1,176,2,0,17,0,0,0,0,0,109,13,27
MSTRG.3393.1,3173,1454,702,1149,104,230,1006,1359,994,2401,2103,1796
MSTRG.3394.1,356,0,0,44,2,0,0,28,108,323,630,92
MSTRG.3395.1,0,0,0,0,0,0,0,121,0,0,0,0
MSTRG.3396.1,196,30,0,314,97,55,559,2,289,160,248,237
MSTRG.3401.1,323,545,0,485,0,0,232,10,631,606,90,187
MSTRG.3397.1,102,171,45,68,0,8,531,97,520,561,124,488
MSTRG.3398.1,218,29,0,6,0,4,0,0,436,585,0,65
MSTRG.3399.1,845,60,0,539,3409,1124,2279,2175,445,716,1996,7214
MSTRG.3400.1,1504,6732,119,1796,148,2,4,1125,1180,699,41,705
MSTRG.3402.1,156,1118,5,442,50,11,5,154,402,502,226,744
MSTRG.3403.1,1805,629,0,562,426,89,308,153,2928,1390,390,764
MSTRG.3406.1,371,0,1,27,84,69,0,23,418,188,283,527
MSTRG.3415.1,0,0,0,0,0,0,0,70,0,0,0,0
MSTRG.3407.1,1588,1769,112,1274,1160,317,708,2253,1791,1871,1050,4008
MSTRG.3408.1,53,41,0,48,45,0,6,0,46,280,0,157
MSTRG.3409.1,8,0,0,332,49,5,152,154,1,2,56,236
MSTRG.3410.1,13601,9354,2270,7559,2922,4472,4465,4916,7545,11635,3961,7880
MSTRG.3411.1,204,0,0,117,0,0,0,81,115,154,252,161
MSTRG.3412.1,5625,2311,3625,3772,3300,1225,4241,2909,5918,7285,3351,12884
MSTRG.3413.1,400,450,1003,217,59,195,546,208,495,150,513,511
MSTRG.3414.1,83,0,0,0,0,143,0,0,42,593,0,65
MSTRG.3417.1,2280,3914,566,3016,808,1896,158,1288,1853,3372,1315,4282
MSTRG.3416.1,0,0,0,0,0,0,0,0,0,0,0,64
MSTRG.3418.1,10125,14538,1064,6783,3024,3484,10238,7174,20379,12886,12888,17476
MSTRG.3425.1,99,0,0,116,0,4,0,10,6,48,14,70
MSTRG.3427.1,46,0,36,260,0,230,351,31,138,296,56,23
MSTRG.3420.1,0,0,0,0,0,0,0,0,0,0,0,27
MSTRG.3426.3,0,0,0,0,0,0,0,0,0,3,12,0
MSTRG.3419.1,9990,2454,2648,4852,4132,3906,4105,4424,5414,7809,2313,7270
MSTRG.3421.1,36,0,0,16,0,0,0,0,0,0,28,2
MSTRG.3422.1,655,177,317,60,388,184,0,61,131,393,384,990
MSTRG.3423.1,101,417,0,16,65,14,253,98,106,341,174,324
MSTRG.3424.1,135,1010,0,24,4,1034,228,5,249,222,168,827
MSTRG.3426.1,381,0,0,297,36,177,12,13,130,716,139,164
MSTRG.3426.2,56,0,0,45,0,0,0,94,47,160,36,12
MSTRG.3428.1,4992,3190,207,1227,276,778,178,1104,1701,3967,3074,2080
MSTRG.3429.1,92,1041,0,323,0,0,0,54,348,354,0,144
MSTRG.3431.1,0,0,0,0,0,0,0,0,0,127,0,0
MSTRG.3430.1,143,3736,10,0,0,126,0,26,26,273,0,79
MSTRG.3432.1,54,0,0,344,0,0,0,0,0,233,32,162
MSTRG.3433.1,1087,0,0,119,22,5,0,226,1335,1109,142,229
MSTRG.3434.1,1321,6,52,2333,291,751,204,262,2167,1750,778,4007
MSTRG.3435.1,523,0,0,32,103,13,815,18,1158,1241,678,506
MSTRG.3436.1,3679,405,394,3025,7715,4973,14638,7837,6108,8867,4295,7969
MSTRG.3437.1,39,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3449.1,117,0,3,13,2,0,0,86,0,0,0,122
MSTRG.3440.1,0,0,0,0,0,0,0,154,0,0,0,0
MSTRG.3443.1,0,0,0,0,0,0,0,0,0,0,0,32
MSTRG.3447.1,0,0,0,0,0,0,0,65,0,0,0,0
MSTRG.3438.1,1064,2,286,1274,0,220,251,76,1095,1076,99,673
MSTRG.3439.1,232,2,0,581,121,48,2458,754,408,973,392,1551
MSTRG.3441.1,864,532,2,743,1025,68,2324,394,891,1581,623,1375
MSTRG.3442.1,918,555,94,2009,2230,352,392,1810,364,2444,879,4361
MSTRG.3444.1,169,0,734,66,33,29,194,29,7,783,27,687
MSTRG.3445.1,182,373,698,419,94,318,327,18,451,433,133,862
MSTRG.3446.1,34,0,0,74,0,0,0,321,0,0,9,72
MSTRG.3448.1,1369,4336,629,1211,586,1869,1853,854,1909,1122,1763,1507
MSTRG.3450.1,489,0,0,604,1782,0,704,695,221,1331,377,1372
MSTRG.3451.1,1856,29,99,2279,132,1426,576,2381,3776,2976,2009,3571
MSTRG.3452.1,376,3,102,2389,259,450,160,767,313,950,681,1351
MSTRG.3453.1,522,10461,163,2191,174,219,3167,1176,622,1034,1291,4895
MSTRG.3455.1,89,102,276,314,9,40,24,14,93,411,29,439
MSTRG.3457.1,539,9,2,683,53,256,37,134,380,1448,1195,1189
MSTRG.3458.1,126,6,58,313,7,64,281,44,30,248,0,407
MSTRG.3459.1,26,0,0,23,17,25,0,4,0,0,0,36
MSTRG.3460.1,216,7,582,519,1752,158,72,281,45,122,621,1481
MSTRG.3462.1,27,447,179,564,11,0,0,516,226,990,261,519
MSTRG.3461.1,1672,5792,0,3114,2403,438,3658,2031,2775,6712,1056,5686
MSTRG.3470.1,31,0,0,0,0,0,0,3,0,196,0,54
MSTRG.3468.1,0,0,0,14,0,0,5,0,0,1,0,27
MSTRG.3464.1,268,16,53,128,2,3,0,9,6,410,16,193
MSTRG.3465.1,290,268,523,127,232,26,0,329,306,289,227,253
MSTRG.3466.1,311,0,0,213,32,0,0,35,651,353,0,47
MSTRG.3467.1,316,107,179,223,146,2,0,33,154,200,0,12
MSTRG.3469.1,1,0,0,0,1,0,0,367,0,0,0,0
MSTRG.3471.1,301,10,0,4,0,213,114,0,0,266,160,162
MSTRG.3472.1,349,0,0,462,0,2,0,0,1161,396,0,0
MSTRG.3474.1,660,3325,84,1105,61,160,64,940,555,957,1344,1257
MSTRG.3475.1,203,582,0,37,128,91,338,440,227,361,317,219
MSTRG.3476.1,2269,1998,1815,1559,1287,441,384,1388,2055,2399,2040,3652
MSTRG.3477.1,1233,1351,682,1265,2476,638,2402,114,474,1166,108,1379
MSTRG.3478.1,5533,2024,54,578,68,136,35,34,3019,2531,267,135
MSTRG.3479.1,8,0,0,0,5,2,0,0,0,0,3,48
MSTRG.3480.1,299,8,180,206,285,7,0,182,72,44,225,209
MSTRG.3481.1,194,10,0,290,68,92,100,695,178,314,895,622
MSTRG.3483.1,1897,103,0,1130,1141,672,318,1567,1151,1534,1381,2345
MSTRG.3485.1,40,0,0,0,54,166,423,584,0,678,63,787
MSTRG.3486.1,705,6,0,386,246,14,0,0,557,479,10,24
MSTRG.3499.1,1229,508,232,1428,1241,845,997,611,1817,1778,322,2949
MSTRG.3503.1,3,0,0,0,0,44,0,11,59,9,49,76
MSTRG.3504.1,24,12,0,0,0,8,0,66,351,30,62,212
MSTRG.3506.1,418,10,77,575,3,0,313,118,581,316,7,216
MSTRG.3507.1,109,4,66,281,2410,1407,1499,775,33,414,232,3069
MSTRG.3493.2,0,0,0,0,0,0,0,19,0,0,0,0
MSTRG.3497.1,0,0,0,0,0,0,0,0,0,0,0,41
MSTRG.3487.1,10330,7987,3329,11922,4018,3875,17618,4751,14000,16458,10334,15563
MSTRG.3488.1,83,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3489.1,2921,6808,2022,2370,889,312,523,1390,2035,2892,1304,3852
MSTRG.3490.1,4264,4366,1266,4831,420,3832,5269,3435,6069,5639,6524,5195
MSTRG.3491.1,13,1178,0,96,0,37,320,79,0,95,162,164
MSTRG.3492.1,6006,8554,5403,2824,2628,1428,4318,4607,8233,8188,6180,12077
MSTRG.3493.1,115,35,0,188,0,10,0,189,111,115,12,188
MSTRG.3494.1,232,2,7,703,70,55,105,29,83,1222,82,602
MSTRG.3495.1,15981,17523,13165,19716,6767,4422,5300,8210,11959,18041,6382,22968
MSTRG.3496.1,1124,1034,758,804,188,593,2903,533,782,1330,647,1897
MSTRG.3508.1,3802,4159,1868,5394,105,671,1798,629,9005,4607,1772,1443
MSTRG.3511.1,1,0,0,52,0,0,0,0,8,19,0,50
MSTRG.3509.1,5269,14937,67,6796,573,466,624,437,5829,4933,921,1653
MSTRG.3510.1,377,1198,8,534,499,111,2032,151,391,272,85,722
MSTRG.3512.1,3055,5525,1258,2145,735,1212,3766,3151,2091,3307,2954,4269
MSTRG.3513.1,2527,298,0,3242,2826,1070,5611,2773,3261,3485,1304,7525
MSTRG.3514.1,3647,4907,167,2253,354,803,2534,1063,4313,3817,855,1674
MSTRG.3516.1,236,0,0,0,332,248,0,1242,131,131,431,589
MSTRG.3517.1,949,2994,2,430,473,13,830,408,2202,1921,546,1208
MSTRG.3519.1,2,0,0,0,0,0,0,0,229,95,0,11
MSTRG.3518.1,1000,2,0,30,0,0,3,349,265,843,400,432
MSTRG.3520.1,105,0,0,313,0,11,83,25,23,36,106,150
MSTRG.3521.1,658,82,518,809,10,398,96,159,756,648,127,704
MSTRG.3522.1,133,0,0,203,9,10,0,2,27,382,127,184
MSTRG.3523.1,490,0,0,296,7,157,391,89,635,581,942,469
MSTRG.3524.1,502,143,2,118,1538,65,258,63,682,557,142,627
MSTRG.3528.1,2,0,0,15,94,19,0,54,1,215,200,254
MSTRG.3526.1,1119,1652,3,1351,269,15,6,493,526,1256,16,673
MSTRG.3529.2,0,0,0,0,0,0,0,0,0,0,0,53
MSTRG.3529.1,847,61,0,208,0,113,61,6,411,362,280,376
MSTRG.3530.1,434,2,91,387,64,163,6,40,493,376,318,386
MSTRG.3534.1,604,112,0,145,0,0,0,0,0,88,42,192
MSTRG.3535.1,859,1192,589,1085,99,343,75,556,1168,1749,1241,1407
MSTRG.3536.1,395,232,0,248,0,281,449,0,472,0,0,242
MSTRG.3541.1,32,71,1,10,0,44,2,1,0,0,2,1
MSTRG.3539.1,0,0,0,0,0,0,0,0,0,0,0,40
MSTRG.3537.1,359,7,1,378,366,687,2,200,39,325,321,702
MSTRG.3538.1,258,0,2,155,3,907,26,88,581,429,753,491
MSTRG.3540.1,209,149,35,333,14,423,1928,89,1790,122,94,401
MSTRG.3542.1,601,49,174,213,150,135,215,278,339,445,818,819
MSTRG.3544.1,98,9,0,461,252,0,0,0,109,307,33,288
MSTRG.3531.1,54934,28582,7261,28326,11677,23411,39803,11953,57621,62347,13251,18673
MSTRG.3532.1,431,10,0,282,511,235,4,117,368,494,61,797
MSTRG.3545.1,489,0,0,330,0,0,40,194,129,620,197,287
MSTRG.3548.1,104,0,0,0,0,0,0,0,0,0,0,33
MSTRG.3549.1,1438,756,193,1876,285,132,280,175,2497,2931,307,422
MSTRG.3550.1,10,0,0,0,0,0,0,3,453,0,5,52
MSTRG.3554.1,400,0,14,18,0,17,129,240,78,12,137,171
MSTRG.3588.1,1295,1019,42,2359,316,108,20,340,2483,1376,457,1030
MSTRG.3556.1,0,0,0,0,0,0,0,395,0,0,0,27
MSTRG.3562.1,0,0,0,0,0,0,0,0,0,620,0,11
MSTRG.3568.1,0,58,0,3,0,0,0,0,0,213,0,1
MSTRG.3570.1,0,0,0,0,0,0,0,0,33,0,0,0
MSTRG.3585.1,0,0,0,31,177,19,266,401,0,0,264,877
MSTRG.3555.1,1309,5222,194,2344,1454,134,834,2143,1218,705,2439,1060
MSTRG.3557.1,866,1525,451,4446,1017,555,3100,1276,963,3558,1784,3151
MSTRG.3559.1,318,3068,0,66,0,3,0,668,644,892,200,313
MSTRG.3558.1,165,0,0,151,0,0,0,6,131,85,0,35
MSTRG.3560.1,484,2732,456,213,115,750,1636,257,533,623,887,680
MSTRG.3561.1,517,0,0,45,144,301,110,778,53,350,1686,2787
MSTRG.3563.1,2487,8393,9,2034,662,2747,2388,2363,3584,2565,3547,3802
MSTRG.3564.1,782,81,123,1029,1157,998,338,941,650,1115,1577,4129
MSTRG.3565.1,112,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3566.1,1305,1208,34,2064,229,199,315,312,636,1643,259,896
MSTRG.3567.1,730,1415,281,890,1754,293,81,2238,898,771,598,4863
MSTRG.3569.1,127,0,1520,145,1650,829,2142,1722,7,1001,416,3285
MSTRG.3571.1,2050,561,32,759,4176,2219,7928,4753,4755,3682,7160,8103
MSTRG.3572.1,9,1,0,52,455,0,0,141,12,192,21,233
MSTRG.3573.1,99,3,2,180,0,23,0,2,107,72,3,51
MSTRG.3574.1,51,14,2,160,365,0,0,2,485,21,0,97
MSTRG.3575.1,508,414,114,944,0,12,2,218,1499,1778,386,966
MSTRG.3576.1,126,10,0,14,0,0,0,0,0,3,0,0
MSTRG.3577.1,825,2,0,605,277,835,947,1083,1667,792,1470,2598
MSTRG.3578.1,330,6,20,225,1910,17,56,91,701,168,40,219
MSTRG.3579.1,263,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3580.1,252,52,0,426,2,116,5,116,1067,283,26,462
MSTRG.3581.1,110,0,0,146,0,17,103,33,243,412,2,4
MSTRG.3582.1,3034,397,0,552,41,141,0,6,474,694,10,546
MSTRG.3583.1,235,173,0,7,5,334,52,233,510,502,20,752
MSTRG.3584.1,20,0,2,214,19,0,0,22,205,22,0,245
MSTRG.3586.1,63,0,0,116,10,0,0,51,80,391,42,291
MSTRG.3587.1,49,546,0,54,0,249,0,97,0,361,156,182
MSTRG.3589.1,712,149,526,832,478,74,136,99,550,1039,356,266
MSTRG.3590.1,956,807,63,463,724,477,84,561,2046,1252,559,1944
MSTRG.3591.1,10,0,0,0,0,0,0,0,0,0,0,118
MSTRG.3595.1,79,0,0,107,0,0,1240,264,124,154,286,636
MSTRG.3594.1,181,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3596.1,15,1316,7,905,156,707,0,1256,97,396,106,1432
MSTRG.3598.1,1585,1112,0,1390,0,758,469,582,1479,2451,91,2325
MSTRG.3599.1,225,312,0,48,0,39,10,273,831,849,380,682
MSTRG.3600.1,641,820,1251,38,425,3,0,145,401,273,19,164
MSTRG.3601.1,3047,925,4,464,1859,358,492,438,1944,2046,299,848
